inner_id,outer_fold,library_run,query_run,k,beta,late_q,mode,stage,num_points,wear_min_um,wear_max_um,mae_um,rmse_um,mean_residual_um,underest_ratio
fold1:c1->c4,fold1,c1,c4,3,0.5,0.8,delta-blend@k3_b05,early,101,91.47920989990234,97.94757843017578,1.7353790998458862,1.772962212562561,1.7353790998458862,0.0
fold1:c1->c4,fold1,c1,c4,3,0.5,0.8,delta-blend@k3_b05,mid,45,98.04940032958984,121.59553527832031,1.4848536252975464,1.7746785879135132,-0.6238228678703308,0.5777777777777777
fold1:c1->c4,fold1,c1,c4,3,0.5,0.8,delta-blend@k3_b05,late,73,122.64857482910156,210.91937255859375,3.734675645828247,4.41172456741333,-3.734675645828247,1.0
fold1:c1->c4,fold1,c1,c4,3,0.7,0.8,delta-blend@k3_b07,early,101,91.47920989990234,97.94757843017578,1.383758544921875,1.4588813781738281,1.383758544921875,0.0
fold1:c1->c4,fold1,c1,c4,3,0.7,0.8,delta-blend@k3_b07,mid,45,98.04940032958984,121.59553527832031,1.831070065498352,2.331146001815796,-1.1912626028060913,0.6444444444444445
fold1:c1->c4,fold1,c1,c4,3,0.7,0.8,delta-blend@k3_b07,late,73,122.64857482910156,210.91937255859375,4.847292423248291,5.110283374786377,-4.847292423248291,1.0
fold1:c1->c4,fold1,c1,c4,5,,0.8,delta-knn-only@k5,early,101,91.47920989990234,97.94757843017578,0.9615020751953125,1.1043603420257568,0.8953345417976379,0.15841584158415842
fold1:c1->c4,fold1,c1,c4,5,,0.8,delta-knn-only@k5,mid,45,98.04940032958984,121.59553527832031,2.421367883682251,3.250481367111206,-2.0060653686523438,0.7333333333333333
fold1:c1->c4,fold1,c1,c4,5,,0.8,delta-knn-only@k5,late,73,122.64857482910156,210.91937255859375,6.510106563568115,6.581335544586182,-6.510106563568115,1.0
fold1:c1->c4,fold1,c1,c4,5,0.3,0.8,delta-blend@k5_b03,early,101,91.47920989990234,97.94757843017578,2.0987019538879395,2.120192527770996,2.0987019538879395,0.0
fold1:c1->c4,fold1,c1,c4,5,0.3,0.8,delta-blend@k5_b03,mid,45,98.04940032958984,121.59553527832031,1.195177674293518,1.3474503755569458,-0.04547576978802681,0.4888888888888889
fold1:c1->c4,fold1,c1,c4,5,0.3,0.8,delta-blend@k5_b03,late,73,122.64857482910156,210.91937255859375,2.6202259063720703,4.08412504196167,-2.6202259063720703,1.0
