inner_id,outer_fold,library_run,query_run,k,beta,late_q,mode,library_wear_threshold_um,mse_full_raw,rmse_full_raw,mae_full_raw,valid_points
fold2:c4->c6,fold2,c4,c6,10,0.7,0.8,delta-blend@k10_b07,106.58170318603516,43.50374984741211,6.595737248209036,6.0004563331604,219
fold2:c6->c4,fold2,c6,c4,,,,head-only,,18.88741683959961,4.34596558196215,4.13854455947876,219
fold2:c6->c4,fold2,c6,c4,3,,0.0,delta-knn-only@k3,115.6524887084961,6.192018985748291,2.4883767772884178,1.5098587274551392,219
fold2:c6->c4,fold2,c6,c4,3,0.3,0.0,delta-blend@k3_b03,115.6524887084961,8.154115676879883,2.8555412231098822,2.6090729236602783,219
fold2:c6->c4,fold2,c6,c4,3,0.5,0.0,delta-blend@k3_b05,115.6524887084961,4.296051025390625,2.0726917342891644,1.9616402387619019,219
fold2:c6->c4,fold2,c6,c4,3,0.7,0.0,delta-blend@k3_b07,115.6524887084961,3.0759589672088623,1.7538412035326523,1.4784411191940308,219
fold2:c6->c4,fold2,c6,c4,5,,0.0,delta-knn-only@k5,115.6524887084961,6.223534107208252,2.4947012059980755,1.5097070932388306,219
fold2:c6->c4,fold2,c6,c4,5,0.3,0.0,delta-blend@k5_b03,115.6524887084961,8.163948059082031,2.857262336412607,2.610649585723877,219
fold2:c6->c4,fold2,c6,c4,5,0.5,0.0,delta-blend@k5_b05,115.6524887084961,4.312257766723633,2.076597641991253,1.9676132202148438,219
fold2:c6->c4,fold2,c6,c4,5,0.7,0.0,delta-blend@k5_b07,115.6524887084961,3.098398208618164,1.760226749205387,1.492104172706604,219
fold2:c6->c4,fold2,c6,c4,10,,0.0,delta-knn-only@k10,115.6524887084961,6.520477294921875,2.5535225268091675,1.5634690523147583,219
fold2:c6->c4,fold2,c6,c4,10,0.3,0.0,delta-blend@k10_b03,115.6524887084961,8.225897789001465,2.8680825980088973,2.622263193130493,219
fold2:c6->c4,fold2,c6,c4,10,0.5,0.0,delta-blend@k10_b05,115.6524887084961,4.428423881530762,2.104382066434411,1.990052580833435,219
fold2:c6->c4,fold2,c6,c4,10,0.7,0.0,delta-blend@k10_b07,115.6524887084961,3.2791199684143066,1.8108340532512377,1.5371966361999512,219
fold2:c6->c4,fold2,c6,c4,3,,0.8,delta-knn-only@k3,154.3047332763672,59.45029830932617,7.71040195510754,6.223109245300293,219
fold2:c6->c4,fold2,c6,c4,3,0.3,0.8,delta-blend@k3_b03,154.3047332763672,26.549936294555664,5.152663029400978,4.753518104553223,219
fold2:c6->c4,fold2,c6,c4,3,0.5,0.8,delta-blend@k3_b05,154.3047332763672,33.804161071777344,5.814134593538177,5.163499355316162,219
fold2:c6->c4,fold2,c6,c4,3,0.7,0.8,delta-blend@k3_b07,154.3047332763672,42.775081634521484,6.540266174592704,5.573482036590576,219
fold2:c6->c4,fold2,c6,c4,5,,0.8,delta-knn-only@k5,154.3047332763672,59.44975662231445,7.71036682799946,6.2220635414123535,219
fold2:c6->c4,fold2,c6,c4,5,0.3,0.8,delta-blend@k5_b03,154.3047332763672,26.554838180541992,5.153138672745183,4.754232883453369,219
fold2:c6->c4,fold2,c6,c4,5,0.5,0.8,delta-blend@k5_b05,154.3047332763672,33.80992126464844,5.814629933594092,5.16469144821167,219
fold2:c6->c4,fold2,c6,c4,5,0.7,0.8,delta-blend@k5_b07,154.3047332763672,42.77976989746094,6.5406245800734455,5.575150012969971,219
fold2:c6->c4,fold2,c6,c4,10,,0.8,delta-knn-only@k10,154.3047332763672,59.44992446899414,7.710377712472596,6.219676494598389,219
