k,beta,late_q,mean_inner_validation_mae,std_inner_validation_mae,num_inner_tasks
3,0.5,0.0,3.0444451371828714,2.2750775787541957,6
3,0.5,0.5,3.1405993898709617,2.235331623149328,6
3,0.5,0.8,3.4567644794782004,2.4007070247596847,6
