inner_id,outer_fold,library_run,query_run,k,beta,late_q,mode,library_wear_threshold_um,mse_full_raw,rmse_full_raw,mae_full_raw,valid_points
fold1:c1->c4,fold1,c1,c4,,,,head-only,,2.6975042819976807,1.6424080741392135,1.216911792755127,219
fold1:c1->c4,fold1,c1,c4,3,,0.0,delta-knn-only@k3,91.88839721679688,14.112884521484375,3.756711929531512,2.8443078994750977,219
fold1:c1->c4,fold1,c1,c4,3,0.3,0.0,delta-blend@k3_b03,91.88839721679688,4.571354389190674,2.1380725874466173,1.5870441198349,219
fold1:c1->c4,fold1,c1,c4,3,0.5,0.0,delta-blend@k3_b05,91.88839721679688,6.559047698974609,2.5610637826837914,1.8740941286087036,219
fold1:c1->c4,fold1,c1,c4,3,0.7,0.0,delta-blend@k3_b07,91.88839721679688,9.137503623962402,3.022830399470404,2.2405314445495605,219
fold1:c1->c4,fold1,c1,c4,3,1.0,0.0,delta-blend@k3_b10,91.88839721679688,14.112884521484375,3.756711929531512,2.8443078994750977,219
fold1:c1->c4,fold1,c1,c4,5,,0.0,delta-knn-only@k5,91.88839721679688,14.196968078613281,3.767886420609475,2.8475570678710938,219
fold1:c1->c4,fold1,c1,c4,5,0.3,0.0,delta-blend@k5_b03,91.88839721679688,4.591283321380615,2.1427280091930974,1.5895636081695557,219
fold1:c1->c4,fold1,c1,c4,5,0.5,0.0,delta-blend@k5_b05,91.88839721679688,6.594784736633301,2.5680312958827627,1.8779339790344238,219
fold1:c1->c4,fold1,c1,c4,5,0.7,0.0,delta-blend@k5_b07,91.88839721679688,9.191065788269043,3.03167705870349,2.243626356124878,219
fold1:c1->c4,fold1,c1,c4,5,1.0,0.0,delta-blend@k5_b10,91.88839721679688,14.196969985961914,3.7678866737153753,2.847557544708252,219
fold1:c1->c4,fold1,c1,c4,7,,0.0,delta-knn-only@k7,91.88839721679688,14.28580379486084,3.779656571020817,2.8536179065704346,219
fold1:c1->c4,fold1,c1,c4,7,0.3,0.0,delta-blend@k7_b03,91.88839721679688,4.6130452156066895,2.1478000874398644,1.5931453704833984,219
fold1:c1->c4,fold1,c1,c4,7,0.5,0.0,delta-blend@k7_b05,91.88839721679688,6.6333842277526855,2.575535716652496,1.8834706544876099,219
fold1:c1->c4,fold1,c1,c4,7,0.7,0.0,delta-blend@k7_b07,91.88839721679688,9.248364448547363,3.0411123702598304,2.2489163875579834,219
fold1:c1->c4,fold1,c1,c4,7,1.0,0.0,delta-blend@k7_b10,91.88839721679688,14.28580379486084,3.779656571020817,2.8536179065704346,219
fold1:c1->c4,fold1,c1,c4,10,,0.0,delta-knn-only@k10,91.88839721679688,14.424710273742676,3.7979876610835213,2.863816022872925,219
fold1:c1->c4,fold1,c1,c4,10,0.3,0.0,delta-blend@k10_b03,91.88839721679688,4.642075061798096,2.154547530642593,1.596569299697876,219
fold1:c1->c4,fold1,c1,c4,10,0.5,0.0,delta-blend@k10_b05,91.88839721679688,6.687783241271973,2.586074871551861,1.889979362487793,219
fold1:c1->c4,fold1,c1,c4,10,0.7,0.0,delta-blend@k10_b07,91.88839721679688,9.33295726776123,3.054988914507094,2.2568328380584717,219
fold1:c1->c4,fold1,c1,c4,10,1.0,0.0,delta-blend@k10_b10,91.88839721679688,14.424711227416992,3.7979877866334686,2.863816022872925,219
fold1:c1->c4,fold1,c1,c4,3,,0.5,delta-knn-only@k3,115.10365295410156,16.27272605895996,4.033946709980185,3.410062551498413,219
fold1:c1->c4,fold1,c1,c4,3,0.3,0.5,delta-blend@k3_b03,115.10365295410156,5.026219844818115,2.2419232468615236,1.8689854145050049,219
fold1:c1->c4,fold1,c1,c4,3,0.5,0.5,delta-blend@k3_b05,115.10365295410156,7.409104347229004,2.721966999658336,2.3044986724853516,219
fold1:c1->c4,fold1,c1,c4,3,0.7,0.5,delta-blend@k3_b07,115.10365295410156,10.456306457519531,3.2336212606796626,2.74015736579895,219
fold1:c1->c4,fold1,c1,c4,3,1.0,0.5,delta-blend@k3_b10,115.10365295410156,16.27272605895996,4.033946709980185,3.410062551498413,219
fold1:c1->c4,fold1,c1,c4,5,,0.5,delta-knn-only@k5,115.10365295410156,16.367847442626953,4.045719644590682,3.41788911819458,219
fold1:c1->c4,fold1,c1,c4,5,0.3,0.5,delta-blend@k5_b03,115.10365295410156,5.045504570007324,2.246220062684715,1.8714033365249634,219
fold1:c1->c4,fold1,c1,c4,5,0.5,0.5,delta-blend@k5_b05,115.10365295410156,7.445647716522217,2.7286714196696926,2.308527946472168,219
fold1:c1->c4,fold1,c1,c4,5,0.7,0.5,delta-blend@k5_b07,115.10365295410156,10.513638496398926,3.242474131955246,2.7458267211914062,219
fold1:c1->c4,fold1,c1,c4,5,1.0,0.5,delta-blend@k5_b10,115.10365295410156,16.367847442626953,4.045719644590682,3.41788911819458,219
fold1:c1->c4,fold1,c1,c4,7,,0.5,delta-knn-only@k7,115.10365295410156,16.463844299316406,4.057566302516375,3.425708770751953,219
fold1:c1->c4,fold1,c1,c4,7,0.3,0.5,delta-blend@k7_b03,115.10365295410156,5.064755916595459,2.2505012589633133,1.8738129138946533,219
fold1:c1->c4,fold1,c1,c4,7,0.5,0.5,delta-blend@k7_b05,115.10365295410156,7.482283115386963,2.735376229220939,2.312544345855713,219
fold1:c1->c4,fold1,c1,c4,7,0.7,0.5,delta-blend@k7_b07,115.10365295410156,10.571290969848633,3.2513521756107306,2.7514748573303223,219
fold1:c1->c4,fold1,c1,c4,7,1.0,0.5,delta-blend@k7_b10,115.10365295410156,16.463844299316406,4.057566302516375,3.425708770751953,219
